"","Symbol","Trade Time","Name","Ask","Market Capitalization","Earnings/Share","P/E Ratio","Price/Book","Shares Outstanding","Currency","date","cash","netReceivables","totalCurrentAssets","longTermInvestments","propertyPlantEquipment","goodWill","intangibleAssets","otherAssets","deferredLongTermAssetCharges","totalAssets","otherCurrentLiab","otherLiab","minorityInterest","totalCurrentLiabilities","totalLiab","commonStock","retainedEarnings","treasuryStock","capitalSurplus","otherStockholderEquity","totalStockholderEquity","netTangibleAssets","otherCurrentAssets","accountsPayable","deferredLongTermLiab","shortLongTermDebt","shortTermInvestments","inventory","longTermDebt","(ticker)"
"5789","SFL",2022-03-04 16:00:01,"SFL Corporation Ltd",10.3,1428821760,1.346,7.6597333,1.3306661,138586000,"USD","2021-12-31",145622000,8557000,250316000,16635000,2943748000,NA,NA,67316000,NA,3459297000,46343000,17213000,NA,400316000,2476970000,982327000,NA,NA,NA,NA,982327000,982327000,51443000,NA,NA,302769000,21210000,NA,1586445000,"SFL"
"5790","SFUN",2022-03-04 14:25:18,"Fang Holdings Limited",3.75,31128020,-0.7,NA,0.04664735,9035710,"USD","2020-12-31",130055000,191752000,729503000,372962000,713599000,NA,NA,88866000,3698000,1904930000,178652000,204437000,695000,639999000,1239184000,12368000,257862000,-147330000,542151000,-30147000,665051000,665051000,316109000,NA,NA,NA,91587000,NA,394748000,"SFUN"
"5791","SG",2022-03-04 16:00:46,"Sweetgreen, Inc.",26.83,2865433344,-5.513,NA,-1.9426914,93522000,"USD","2021-09-26",137031000,18803000,167557000,NA,164455000,35970000,31896000,6122000,NA,4.06e+08,12223000,57336000,NA,53976000,111312000,24000,-410035000,NA,82794000,NA,-327217000,-395083000,5649000,12980000,4013000,NA,NA,833000,NA,"SG"
"5792","SGFY",2022-03-04 16:00:55,"Signify Health, Inc.",14.38,3234991872,0.11,126.63637,2.1150928,175183008,"USD","2021-09-30",678800000,263800000,967400000,NA,2.3e+07,597100000,478500000,60500000,48300000,2126500000,86100000,157300000,360100000,174300000,6.67e+08,2300000,-3e+06,NA,1100100000,NA,1099400000,23800000,7100000,6400000,NA,3500000,NA,NA,335400000,"SGFY"
"5793","SGU",2022-03-04 16:00:02,"Star Group L.P.",10.39,391468192,1.389,7.4802017,1.4164963,37677400,"USD","2021-12-31",21239000,178774000,339283000,NA,196661000,254198000,92777000,87835000,NA,970754000,142637000,47387000,-2963000,474599000,695395000,292139000,NA,-13817000,NA,-13817000,278322000,-68653000,26203000,52225000,16604000,1.3e+07,NA,77735000,89183000,"SGU"
"5794","SHAK",2022-03-04 16:00:01,"Shake Shack, Inc.",71.01,3070328576,-0.221,NA,6.5229855,39143300,"USD","2021-09-29",321421000,11311000,419180000,NA,708902000,NA,NA,312220000,300818000,1440302000,6490000,252821000,26417000,118259000,997023000,42000,13284000,1000,403535000,1000,416862000,416862000,NA,17841000,86000,NA,80082000,3525000,243280000,"SHAK"
"5795","SHG",2022-03-04 16:00:02,"Shinhan Financial Group Co Ltd",30.7,15900028928,6.458,4.7522454,0.00033873416,516592992,"USD","2021-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6804391e+13,4.1290907e+13,NA,NA,NA,NA,NA,NA,NA,"SHG"
"5796","SHI",2022-03-04 16:00:02,"SINOPEC Shangai Petrochemical C",24.02,5460209664,4.8,4.489583,0.07718481,108238000,"USD","2021-09-30",6040627000,4421971000,23432359000,8254038000,13914923000,NA,397600000,1226795000,90245000,47225715000,3184549000,150382000,138434000,16015453000,16868177000,10823814000,18514638000,270325000,610327000,270325000,30219104000,29821504000,3237971000,6411192000,NA,NA,3477278000,6254512000,7e+08,"SHI"
"5797","SHLX",2022-03-04 16:00:01,"Shell Midstream Partners, L.P.",14.13,5541455872,1.252,11.253994,9.805149,393289984,"USD","2021-12-31",3.61e+08,5.6e+07,4.65e+08,9.76e+08,6.57e+08,NA,NA,2.2e+08,NA,2.318e+09,3.3e+07,3e+06,1e+06,4.89e+08,2.811e+09,8.66e+08,NA,-3.01e+08,NA,-3.01e+08,5.65e+08,5.65e+08,NA,2.1e+07,NA,NA,NA,2.2e+07,2.292e+09,"SHLX"
"5798","SHO",2022-03-04 16:00:02,"Sunstone Hotel Investors, Inc. ",10.88,2316167168,0.063,167.61905,1.2078234,219334000,"USD","2021-12-31",120483000,28733000,282096000,NA,23161000,NA,NA,2735792000,NA,3041049000,87610000,11656000,40807000,175758000,801275000,2193000,NA,-715960000,2631484000,-715960000,1917717000,1917717000,132880000,47701000,2580000,20694000,NA,NA,588741000,"SHO"
"5799","SHOP",2022-03-04 16:00:02,"Shopify Inc.",600.45,75987640320,22.905,26.231827,6.7972946,114008000,"USD","2021-09-30",2189613000,281710000,8332751000,4445132000,215201000,349432000,141929000,52073000,52073000,13536518000,230351000,485118000,NA,596557000,2166241000,7930690000,3309453000,-5890000,136024000,-5890000,11370277000,10878916000,532347000,350588000,NA,NA,5329081000,NA,910376000,"SHOP"
"5800","SHPW",2022-03-04 16:00:02,"Shapeways Holdings, Inc.",2.61,124604968,-0.544,NA,1.4768174,48296500,"USD","2021-09-30",90108000,2064000,93846000,NA,2072000,1835000,NA,175000,NA,97928000,2439000,6777000,NA,6196000,13560000,5000,-110442000,-316000,195121000,-316000,84368000,82533000,403000,1168000,NA,39000,NA,573000,88000,"SHPW"
"5801","SHW",2022-03-04 16:00:01,"Sherwin-Williams Company (The)",259.26,67304071168,6.98,37.03295,27.545822,260374000,"USD","2021-09-30",313300000,2.598e+09,5378400000,313100000,3601600000,6996300000,4068800000,378400000,NA,20736600000,312300000,2.529e+09,NA,6478500000,18046300000,90500000,1961800000,6.38e+08,NA,2901400000,2690300000,-8374800000,651100000,2675400000,NA,662100000,NA,1.816e+09,7604900000,"SHW"
"5802","SI",2022-03-04 16:00:02,"Silvergate Capital Corporation",109,3347137024,2.91,36.37113,2.0001132,31624500,"USD","2021-12-31",5387946000,NA,6355566000,8659269000,3008000,NA,NA,987652000,NA,16005495000,NA,NA,NA,14380814000,14396659000,304000,193860000,-6922000,1421592000,-6922000,1608834000,1608834000,933564000,14290628000,NA,NA,NA,NA,15845000,"SI"
"5803","SID",2022-03-04 16:00:01,"Companhia Siderurgica Nacional ",5.75,7621026304,2.117,2.6830418,0.38816372,1341730048,"USD","2021-09-30",15255105000,4602020000,3.3609e+10,4030648000,20950180000,3713333000,3958595000,9810245000,4019286000,76072001000,10684512000,4336646000,3107280000,22192748000,52769906000,6.04e+09,15487937000,-1333122000,NA,-1274858000,20194815000,12522887000,836946000,6596035000,NA,3938516000,NA,10038794000,25744378000,"SID"
"5804","SIG",2022-03-04 16:00:01,"Signet Jewelers Limited",67.87,3544566784,11.664,5.803327,2.3201373,52364700,"USD","2021-10-30",1516900000,132400000,3994800000,NA,1708500000,2.45e+08,189200000,2.5e+08,3.5e+07,6387500000,360100000,1088400000,NA,1971800000,4201200000,12600000,2580700000,-1330500000,271800000,-344200000,1534600000,1100400000,197200000,868200000,87200000,3e+05,NA,2148300000,1.47e+08,"SIG"
"5805","SII",2022-03-04 16:00:02,"Sprott Inc.",43.75,1123397504,1.28,34.0625,3.7415257,25766000,"USD","2021-09-30",60177000,13929000,87406000,68246000,14257000,19149000,169449000,17312000,2265000,375819000,6114000,7559000,3676000,39347000,80555000,419011000,-100748000,-65495000,38820000,-65495000,291588000,102990000,6655000,17367000,NA,NA,NA,NA,33649000,"SII"
"5806","SITC",2022-03-04 16:00:02,"SITE Centers Corp.",16.8,3384143872,0.507,31.558184,1.8132366,211236000,"USD","2021-09-30",61924000,59910000,139202000,262805000,3565852000,NA,78005000,6429000,NA,4052293000,28251000,54802000,3650000,186467000,2033826000,21110000,NA,-4123759000,5942466000,-4118944000,1839817000,1761812000,17368000,158216000,4644000,NA,NA,NA,1792557000,"SITC"
"5807","SITE",2022-03-04 16:00:02,"SiteOne Landscape Supply, Inc.",165.99,7488480256,5.2,32.115387,7.0681844,44841200,"USD","2021-10-03",1.58e+08,419600000,1255500000,6e+05,405600000,278400000,204100000,7600000,2200000,2151800000,10800000,22700000,NA,540300000,1129100000,4e+05,4.7e+08,-4700000,5.57e+08,-4700000,1022700000,540200000,NA,295300000,NA,6200000,NA,628900000,318600000,"SITE"
"5808","SIX",2022-03-04 16:00:02,"Six Flags Entertainment Corpora",42.25,3547209984,1.5,27.44,-3.610843,86181000,"USD","2021-10-03",389857000,137575000,622143000,NA,1417598000,659618000,344193000,11382000,NA,3054934000,224083000,169012000,542950000,522320000,3507029000,2149000,-2021252000,-94295000,1118353000,-94295000,-995045000,-1998856000,NA,60659000,5433000,10067000,NA,28996000,2639027000,"SIX"
"5809","SJI",2022-03-04 16:00:01,"South Jersey Industries, Inc.",34.82,4061313280,0.8,43.249996,2.0370915,117379000,"USD","2021-09-30",25415000,260344000,571656000,36189000,4741429000,706960000,14731000,953046000,NA,7024011000,227393000,1165851000,7457000,818780000,5187967000,140561000,262842000,-38471000,1463655000,-38191000,1828587000,1106896000,141690000,300955000,669487000,66636000,NA,66391000,3197736000,"SJI"
"5810","SJM",2022-03-04 16:00:02,"J.M. Smucker Company (The) New",133.4,14509510656,5.305,25.21772,1.7541927,108458000,"USD","2021-10-31",155300000,659100000,2008800000,NA,2.139e+09,6022300000,5930400000,140300000,NA,16240800000,287300000,1658400000,NA,1890500000,7954400000,27100000,2992800000,-270500000,5.537e+09,-270500000,8286400000,-3666300000,94200000,1.031e+09,NA,NA,NA,1100200000,4308800000,"SJM"
"5811","SJR",2022-03-04 16:00:02,"Shaw Communications Inc.",30.52,15104148480,1.591,18.944061,2.4616137,476732000,"USD","2021-11-30",2.92e+08,4.49e+08,1.157e+09,7e+07,5.936e+09,2.8e+08,8.007e+09,2.06e+08,2e+06,1.5656e+10,2.59e+08,2.47e+09,NA,1.423e+09,9.546e+09,4.203e+09,1.924e+09,-4.4e+07,2.7e+07,-4.4e+07,6.11e+09,-2.177e+09,2.46e+08,8.52e+08,9.7e+07,1e+06,NA,5.4e+07,4.55e+09,"SJR"
"5812","SJT",2022-03-04 16:00:02,"San Juan Basin Royalty Trust",7.55,350032096,0.489,15.357874,87.325584,46608800,"USD","2021-09-30",2724289,NA,2724289,4029336,NA,NA,NA,NA,NA,6753625,1724289,1e+06,NA,1724289,2724289,4029336,NA,NA,NA,NA,4029336,4029336,NA,NA,NA,NA,NA,NA,NA,"SJT"
"5813","SJW",2022-03-04 16:00:02,"SJW Group",69,2057076736,2.03,33.52217,1.9852964,30228900,"USD","2021-12-31",10908000,104768000,134085000,15784000,2539180000,640471000,NA,156453000,NA,3485973000,27821000,755248000,NA,203271000,2451454000,30000,428260000,-163000,606392000,-163000,1034519000,394048000,8742000,30391000,151992000,39106000,NA,NA,1492935000,"SJW"
"5814","SKE",2022-03-04 16:00:01,"Skeena Resources Limited",11.87,767608640,-1.647,NA,5.8832407,65338500,"USD","2021-09-30",43010000,5464000,50313000,4536000,93789000,NA,NA,2708000,NA,151346000,2843000,4513000,NA,20179000,25675000,334234000,-246289000,37726000,NA,37726000,125671000,125671000,NA,16728000,NA,NA,780000,NA,NA,"SKE"
"5815","SKIL",2022-03-04 16:00:02,"Skillsoft Corp.",6.09,808311552,19.518,0.31099498,0.7725595,133165000,"USD","2021-10-31",80671000,145422000,262307000,NA,39181000,872291000,904797000,10083000,NA,2088659000,266152000,168442000,NA,395680000,1042327000,11000,-255132000,134000,1301319000,134000,1046332000,-730756000,8247000,31472000,5077000,4800000,2178000,NA,462996000,"SKIL"
"5816","SKLZ",2022-03-04 16:00:02,"Skillz Inc.",2.52,1028384640,-0.693,NA,1.6459017,341113984,"USD","2021-09-30",540308000,12725000,570342000,55628000,10852000,87230000,83241000,3839000,NA,811132000,5863000,26592000,NA,80204000,106796000,40000,-320721000,NA,1025017000,NA,704336000,533865000,12330000,10047000,NA,NA,NA,NA,NA,"SKLZ"
"5817","SKM",2022-03-04 16:00:01,"SK Telecom Co., Ltd.",25.5,10137413632,5.460476,4.6424527,0.0008567269,392798016,"USD","2021-12-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SKM"
"5818","SKT",2022-03-04 16:00:02,"Tanger Factory Outlet Centers, ",17.1,1850398976,0.08,212.5,3.7020905,104085000,"USD","2021-09-30",143116000,54100000,243250000,85421000,1743510000,NA,76980000,NA,NA,2149161000,NA,77316000,21164000,141397000,1669001000,1040000,NA,-517181000,975137000,-517181000,458996000,382016000,45546000,90053000,NA,51344000,NA,NA,1360924000,"SKT"
"5819","SKX",2022-03-04 16:00:01,"Skechers U.S.A., Inc.",37.39,5842361856,4.73,7.915433,1.7925025,135107008,"USD","2021-09-30",952076000,840075000,3302675000,86901000,2217462000,93497000,NA,201040000,70353000,5901575000,77580000,139368000,290491000,1336954000,2769581000,156000,2475481000,-44510000,410376000,-44510000,2841503000,2748006000,NA,846101000,NA,43742000,90577000,1230349000,282760000,"SKX"
"5820","SKY",2022-03-04 16:00:01,"Skyline Champion Corporation",67.47,3859696640,3.399,19.982347,5.2630763,56827100,"USD","2022-01-01",382133000,46184000,634709000,NA,127196000,191970000,53171000,61105000,14304000,1068151000,112641000,38734000,NA,283609000,334773000,1572000,241135000,-8227000,498898000,-8227000,733378000,488237000,21340000,44200000,15700000,NA,NA,185052000,12430000,"SKY"
"5821","SLAC",2022-03-04 14:43:44,"Social Leverage Acquisition Cor",9.79,420468736,NA,NA,-17.857143,34500000,"USD","2021-09-30",477878,NA,1124627,NA,NA,NA,NA,345026772,NA,346151399,NA,369231056,NA,470521,369701577,863,-23551041,NA,NA,NA,-23550178,-23550178,NA,46542,NA,NA,NA,NA,NA,"SLAC"
"5822","SLB",2022-03-04 16:00:01,"Schlumberger N.V.",39,55027277824,1.32,29.499998,3.6423159,1413129984,"USD","2021-12-31",1.757e+09,5.315e+09,1.2654e+10,3.83e+09,6.982e+09,1.299e+10,3.365e+09,1.69e+09,NA,4.1511e+10,4.682e+09,1.952e+09,2.82e+08,1.0359e+10,2.6225e+10,1.2608e+10,8.199e+09,-5.803e+09,NA,-3.57e+09,1.5004e+10,-1.351e+09,9.28e+08,3.205e+09,NA,9.09e+08,1.382e+09,3.272e+09,1.3286e+10,"SLB"
"5823","SLCA",2022-03-04 16:00:02,"U.S. Silica Holdings, Inc.",14.56,1060145664,-0.454,NA,1.7546256,75028000,"USD","2021-09-30",250587000,176759000,572955000,NA,1302896000,185649000,152445000,26670000,NA,2240615000,6744000,140553000,10284000,200156000,1612607000,837000,-410233000,-186045000,1213165000,-2562000,617724000,279630000,NA,157082000,NA,19436000,NA,116405000,1192337000,"SLCA"
"5824","SLF",2022-03-04 16:00:02,"Sun Life Financial Inc.",52.19,30594768896,5.253,9.912432,1.1838126,586046976,"USD","2021-09-30",8.329e+09,NA,1.01971e+11,1.5546e+10,NA,6.528e+09,3.368e+09,2.0384e+11,1.659e+09,3.31253e+11,NA,2.98135e+11,5.6e+07,9.2e+07,3.03658e+11,8.294e+09,1.403e+10,2.612e+09,7.2e+07,2.612e+09,2.5008e+10,1.5112e+10,5.057e+09,NA,NA,NA,3.196e+09,NA,5.431e+09,"SLF"
"5825","SLG",2022-03-04 16:00:01,"SL Green Realty Corp",95,5168427520,6.499,12.152639,1.0848603,64770700,"USD","2021-09-30",257941000,385215000,731245000,4114622000,5588345000,NA,34951000,386696000,NA,10855859000,23958000,291571000,575249000,190916000,5212404000,680000,1258232000,-186757000,3774119000,-60597000,4846274000,4811323000,87992000,137946000,124637000,40000,NA,NA,4175587000,"SLG"
"5826","SLQT",2022-03-04 16:00:02,"SelectQuote, Inc.",2.47,406762144,-0.873,NA,0.8261159,164016992,"USD","2021-09-30",183618000,252155000,443690000,NA,69072000,73732000,53696000,749552000,NA,1389742000,24472000,131605000,NA,128492000,755957000,1639000,82889000,223000,549034000,223000,633785000,506357000,7917000,28495000,NA,3540000,NA,NA,458652000,"SLQT"
"5827","SLVM",2022-03-04 16:01:11,"Sylvamo Corporation",30.91,1357992960,7.53,4.0889773,7.4389954,44105000,"USD","2021-09-30",1.32e+08,4.71e+08,1.019e+09,NA,1.239e+09,1.36e+08,NA,3.43e+08,NA,2.737e+09,1.58e+08,2.68e+08,NA,7.84e+08,2.472e+09,1.892e+09,NA,-1.627e+09,NA,-1.627e+09,2.65e+08,1.29e+08,7.2e+07,4.11e+08,3.19e+08,NA,NA,3.44e+08,1.375e+09,"SLVM"
"5828","SM",2022-03-04 16:00:01,"SM Energy Company",40.22,4861074944,0.29,137.55173,2.3561723,121862000,"USD","2021-09-30",29800000,272248000,336270000,NA,4665483000,NA,NA,60207000,NA,5061960000,552044000,243864000,NA,1103567000,3425061000,1215000,-190367000,-12569000,1838620000,-12569000,1636899000,1636899000,24514000,542474000,3100000,NA,NA,NA,2077630000,"SM"
"5829","SMAR",2022-03-04 16:00:02,"Smartsheet Inc.",54.98,6397173760,-1.177,NA,12.470966,126752000,"USD","2021-10-31",439950000,106347000,573180000,NA,107491000,125605000,46577000,83253000,NA,936106000,266534000,5118000,NA,357411000,424353000,NA,-489395000,NA,1001148000,NA,511753000,339571000,437000,1751000,79528000,NA,NA,NA,NA,"SMAR"
"5830","SMFG",2022-03-04 16:00:02,"Sumitomo Mitsui Financial Group",6.87,47155998720,1.1154,6.168191,0.0038554773,6854069760,"USD","2021-09-30",6.4420513e+13,5.805985e+12,1.03688611e+14,1.8574944e+13,1.478934e+12,NA,7.44165e+11,1.16855177e+14,3.0062e+10,2.41341831e+14,1.4688988e+13,1.0447542e+13,7.4365e+10,1.74846305e+14,2.28965817e+14,2.341878e+12,6.809834e+12,2.456323e+12,6.93614e+11,2.469732e+12,1.2301649e+13,1.1557484e+13,1.8571081e+13,1.53302855e+14,NA,1.723491e+12,1.1206421e+13,NA,4.367197e+13,"SMFG"
"5831","SMG",2022-03-04 16:00:02,"Scotts Miracle-Gro Company (The",137.45,7681139200,7.718,17.904898,9.13955,55583900,"USD","2022-01-01",16400000,415200000,2292600000,204900000,910200000,681500000,811700000,341300000,NA,5242200000,252300000,179800000,NA,915200000,4410600000,486900000,1517800000,-1173100000,NA,-60700000,831600000,-661600000,11900000,427700000,NA,65100000,NA,1657200000,3056800000,"SMG"
"5832","SMHI",2022-03-04 16:00:02,"SEACOR Marine Holdings Inc.",5.44,141397024,0.394,13.807107,0.29176724,25992100,"USD","2021-09-30",42194000,64194000,114875000,77426000,707087000,NA,NA,2672000,NA,902060000,12947000,46393000,320000,75139000,447257000,245000,-7059000,5924000,455373000,7044000,454483000,454483000,4160000,23578000,NA,31351000,NA,476000,321641000,"SMHI"
"5833","SMLP",2022-03-04 16:00:02,"Summit Midstream Partners, LP",16.5,150956928,-6.57,NA,0.14698993,10023700,"USD","2021-09-30",5505000,68473000,86122000,481985000,1748174000,NA,180017000,4379000,NA,2500677000,20674000,84032000,101932000,72537000,1474647000,758275000,NA,NA,NA,NA,758275000,578258000,12144000,10706000,NA,NA,NA,NA,1318078000,"SMLP"
"5834","SMP",2022-03-04 16:00:02,"Standard Motor Products, Inc.",44.23,972732416,4.016,11.028387,1.6215129,21962800,"USD","2021-09-30",33144000,224421000,710857000,42123000,143245000,131549000,108312000,59647000,34790000,1195733000,123373000,85496000,11534000,478371000,597181000,47872000,519126000,-89555000,109575000,-7592000,587018000,347157000,NA,128808000,NA,NA,NA,438024000,68000,"SMP"
"5835","SMRT",2022-03-04 16:00:01,"SmartRent, Inc.",5.81,1124411264,-2.515,NA,2.3799753,193864000,"USD","2021-09-30",472502000,32942000,557357000,NA,1690000,4162000,NA,19625000,NA,582834000,44104000,46916000,NA,61567000,110413000,19000,-128645000,101000,600946000,101000,472421000,468259000,11576000,8032000,16282000,1652000,NA,22415000,1930000,"SMRT"
"5836","SMWB",2022-03-04 16:00:02,"Similarweb Ltd.",13.37,1010412928,-1.297,NA,11.894273,74845400,"USD","2021-09-30",159052000,24403000,197380000,NA,6165000,NA,3829000,8476000,NA,215850000,82744000,3271000,NA,107799000,111070000,204000,-216255000,23000,320808000,23000,104780000,100951000,9152000,9186000,8146000,NA,NA,NA,NA,"SMWB"
"5837","SNA",2022-03-04 16:00:01,"Snap-On Incorporated",206.69,11088509952,14.92,13.907507,2.6511135,53438600,"USD","2021-10-02",735200000,659200000,2974300000,NA,5.7e+08,1.171e+09,249600000,108600000,25700000,6580900000,89300000,3.09e+08,2.2e+07,979700000,2511600000,67400000,5552800000,-2040600000,467700000,-394800000,4047300000,2626700000,NA,265900000,NA,NA,NA,789600000,NA,"SNA"
"5838","SNAP",2022-03-04 16:00:35,"Snap Inc.",33.01,53748088832,-0.313,NA,14.134985,1369920000,"USD","2021-09-30",1972358000,913539000,4472029000,249800000,481127000,1484108000,261131000,162970000,NA,7111165000,NA,317968000,NA,808496000,3671049000,15000,-8307016000,9779000,11737338000,9779000,3440116000,1694877000,NA,91769000,NA,NA,1509463000,NA,2252079000,"SNAP"
"5839","SNDA",2022-03-04 16:00:02,"Sonida Senior Living, Inc.",34.92,223344208,49.818,0.6955317,-0.46413505,6445720,"USD","2021-09-30",10669000,4309000,35386000,NA,635561000,NA,NA,3233000,NA,674180000,4313000,3714000,NA,221916000,827744000,22000,-343832000,NA,190246000,NA,-153564000,-153564000,12158000,13859000,NA,159977000,NA,NA,601817000,"SNDA"
"5840","SNDR",2022-03-04 16:00:02,"Schneider National, Inc.",27.13,4793212928,2.28,11.833333,1.9775709,94628496,"USD","2021-12-31",244800000,885700000,1248500000,36200000,2114500000,240500000,93900000,203700000,NA,3937300000,168200000,564300000,NA,690200000,1513500000,NA,857800000,NA,1.566e+09,NA,2423800000,2089400000,1900000,331700000,8100000,6e+07,49300000,27400000,2.05e+08,"SNDR"
"5841","SNN",2022-03-04 16:00:02,"Smith & Nephew SNATS, Inc.",33.1,14613755904,1.194,27.83082,2.6152997,439776000,"USD","2021-07-03",1.387e+09,1.305e+09,4.442e+09,1.46e+08,1.453e+09,2.991e+09,1.494e+09,4.07e+08,2.25e+08,1.0933e+10,4.24e+08,5.66e+08,NA,2.12e+09,5.602e+09,1.77e+08,4.985e+09,-4.45e+08,6.14e+08,-3.05e+08,5.331e+09,8.46e+08,NA,1.046e+09,NA,5.88e+08,NA,1.75e+09,2.781e+09,"SNN"
"5842","SNOW",2022-03-04 16:00:02,"Snowflake Inc.",208.48,64215793664,-2.264,NA,12.817925,306300000,"USD","2021-10-31",935217000,254243000,4308257000,1211858000,271004000,8449000,33597000,330306000,NA,6163471000,807316000,19357000,NA,958735000,1156789000,30000,-1787216000,-3486000,6797354000,-3486000,5006682000,4964636000,42896000,10559000,101551000,NA,2955613000,NA,NA,"SNOW"
"5843","SNP",2022-03-04 16:00:02,"China Petroleum & Chemical Corp",50.26,78942879744,9.1,5.5230765,0.07918701,1210710016,"USD","2021-09-30",9.0826e+10,8.3849e+10,5.84662e+11,2.05456e+11,9.90952e+11,8.61e+09,NA,9.7602e+10,2.7045e+10,1.887282e+12,3.22193e+11,7.7952e+10,1.41623e+11,6.37842e+11,9.77247e+11,1.21071e+11,NA,6.47341e+11,NA,6.47341e+11,7.68412e+11,7.59802e+11,3.2464e+10,2.31406e+11,NA,4.452e+09,1.13129e+11,1.98109e+11,8.9467e+10,"SNP"
"5844","SNV",2022-03-04 16:00:01,"Synovus Financial Corp.",49,7018637824,4.9,9.846938,1.4700058,145464000,"USD","2021-09-30",583923000,NA,3484959000,10861695000,423933000,452390000,37975000,40248177000,NA,55509129000,NA,991108000,NA,48061458000,50256327000,169171000,1567366000,-904169000,3883289000,-5462000,4715657000,4225292000,2654445000,47688419000,NA,NA,NA,1600000,1203761000,"SNV"
"5845","SNX",2022-03-04 16:00:02,"TD SYNNEX Corporation",104.04,10020165632,6.237,16.666666,1.2565881,96394096,"USD","2021-11-30",993973000,9428995000,17734144000,NA,930565000,3917276000,4913124000,171271000,NA,27666380000,2992000,1194470000,NA,14233455000,19760405000,98000,1171873000,-537333000,7271337000,-336194000,7905975000,-924425000,668261000,12034946000,NA,113670000,NA,6642915000,3979327000,"SNX"
